Player,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Level
Reggie Perry,21.5,18.0,9.0,9.0,199.0,85.0,36.0,78.5,45.8,3.5,18.5,18.9,9.5,14.0,68.45,21.0,39.0,60.0,13.0,13.0,7.5,6.0,36.5,204.0,1.0,0.0,-57.0,Faible
Reggie Williams,27.75,17.25,6.5,10.75,145.325,55.25,21.25,50.75,43.025,7.75,26.25,31.3,5.0,8.0,58.325,3.75,14.75,18.5,13.5,5.75,4.25,0.25,8.5,105.5,0.0,0.0,-24.5,Faible
Richard Hamilton,35.0,50.0,28.0,22.0,1087.9,490.0,204.0,475.0,42.9,16.0,52.0,30.8,66.0,77.0,85.7,16.0,67.0,83.0,119.0,84.0,24.0,5.0,93.0,771.0,0.0,0.0,-33.0,Moyen
Richard Jefferson,35.5,64.16666666666667,35.333333333333336,28.83333333333333,1187.95,387.8333333333333,134.66666666666666,299.3333333333333,44.96666666666667,55.5,144.5,35.78333333333333,63.0,88.5,68.68333333333334,15.5,123.5,139.0,62.333333333333336,44.833333333333336,27.166666666666668,9.5,103.5,713.3333333333334,0.5,0.0,-57.66666666666666,Moyen
Richaun Holmes,25.5,52.25,19.0,33.25,1033.625,466.875,192.875,318.5,60.0375,6.0,22.0,23.3625,75.125,100.625,74.1125,90.125,190.75,280.875,51.5,45.125,27.875,50.875,134.875,1072.375,6.75,0.0,-83.875,Moyen
Ricky Ledo,21.5,14.0,4.5,9.5,138.6,54.5,19.0,56.5,34.3,6.5,17.5,37.25,10.0,13.0,86.35,8.0,11.0,19.0,10.5,14.0,3.5,0.5,11.5,91.0,0.0,0.0,-22.0,Faible
Ricky Rubio,27.0,59.72727272727273,27.545454545454547,32.18181818181818,1753.6454545454544,648.5454545454545,211.72727272727272,543.1818181818181,38.21818181818182,55.0,170.45454545454547,31.25454545454545,170.0909090909091,201.1818181818182,84.06363636363636,37.0,204.72727272727272,241.72727272727272,438.54545454545456,148.8181818181818,103.1818181818182,7.818181818181818,149.1818181818182,1780.7272727272727,11.181818181818182,0.6363636363636364,85.63636363636364,Moyen
Rob Edwards,25.0,2.0,0.0,2.0,10.8,3.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,-14.0,Faible
Robbie Hummel,25.5,49.0,15.5,33.5,698.5,189.5,73.0,174.5,41.9,24.0,70.0,33.7,19.5,22.5,88.3,33.0,100.0,133.0,25.0,14.0,16.0,5.5,71.5,437.0,1.0,0.0,-56.5,Faible
Robert Covington,27.5,58.5,25.3,33.2,1684.31,651.0,219.2,537.1,41.41,124.4,343.7,36.6,88.2,108.8,72.45,52.1,276.7,328.8,86.0,85.0,89.9,56.0,168.2,1527.4,4.3,0.0,29.5,Moyen
Robert Franks,24.0,7.0,0.0,7.0,100.7,43.0,13.0,28.0,46.4,5.0,15.0,33.3,12.0,13.0,92.3,6.0,8.0,14.0,5.0,2.0,3.0,3.0,8.0,83.0,0.0,0.0,-25.0,Faible
Robert Sacre,25.5,47.25,15.0,32.25,686.4,196.75,79.5,182.25,41.925,0.0,0.25,0.0,37.75,56.25,66.14999999999999,53.0,95.25,148.25,31.5,25.5,14.0,27.5,84.0,520.75,0.0,0.0,-76.25,Faible
Robert Williams III,23.0,41.8,26.0,15.8,856.74,306.8,136.8,187.0,72.74,0.0,0.8,0.0,33.2,50.6,63.9,108.4,181.0,289.4,59.8,36.0,30.4,69.6,79.4,1007.8,7.0,0.2,107.4,Moyen
Robert Woodard II,21.5,12.5,1.5,11.0,43.8,13.5,5.0,18.0,26.25,1.0,5.0,20.85,2.5,5.0,68.75,4.5,9.0,13.5,2.5,1.0,0.5,2.0,3.5,40.0,0.0,0.0,13.0,Faible
Robin Lopez,30.0,66.72727272727273,32.09090909090909,34.63636363636363,1580.418181818182,628.0909090909091,266.54545454545456,492.27272727272725,55.16363636363636,5.0,16.636363636363637,17.78181818181818,90.0,119.63636363636364,72.60000000000001,165.0909090909091,186.1818181818182,351.27272727272725,70.18181818181819,81.9090909090909,14.636363636363637,76.63636363636364,124.1818181818182,1346.8181818181818,7.090909090909091,0.0,-15.909090909090908,Moyen
Rodions Kurucs,22.0,43.66666666666666,21.33333333333333,22.33333333333333,700.6,260.0,97.33333333333331,219.33333333333331,41.333333333333336,32.333333333333336,98.33333333333331,32.26666666666667,33.0,44.66666666666666,72.16666666666667,28.666666666666668,106.66666666666669,135.33333333333334,37.66666666666666,45.333333333333336,25.0,11.333333333333334,84.0,542.6666666666666,0.6666666666666666,0.0,-10.666666666666666,Moyen
Rodney Hood,25.5,56.0,28.875,27.125,1372.2,582.0,211.0,502.875,41.7875,80.875,221.25,36.95,79.125,94.125,83.5,19.75,125.25,145.0,92.0,53.25,37.625,10.0,106.875,983.5,0.0,0.0,-20.125,Moyen
Rodney McGruder,28.0,45.285714285714285,20.0,25.285714285714285,879.6428571428571,260.7142857142857,97.28571428571428,231.7142857142857,44.0,43.0,119.42857142857144,38.0,23.142857142857142,34.42857142857143,67.14285714285714,36.142857142857146,90.28571428571428,126.42857142857144,54.42857142857143,27.142857142857142,23.0,7.142857142857143,65.57142857142857,557.2857142857143,0.2857142857142857,0.0,-17.0,Moyen
Rodney Purvis,24.0,16.0,5.0,11.0,289.6,96.0,35.0,107.0,32.7,13.0,52.0,25.0,13.0,15.0,86.7,1.0,26.0,27.0,17.0,10.0,3.0,3.0,26.0,162.0,0.0,0.0,-58.0,Faible
Rodney Stuckey,29.0,63.4,27.0,36.4,1593.34,716.4,256.4,608.4,41.36,34.6,110.8,30.46,169.0,209.0,80.3,28.6,145.2,173.8,173.4,101.2,44.0,9.0,102.0,1242.8,0.6,0.0,-98.2,Moyen
Rodrigue Beaubois,25.0,45.0,17.0,28.0,549.3,181.0,65.0,176.0,36.9,21.0,72.0,29.2,30.0,38.0,78.9,9.0,48.0,57.0,84.0,33.0,19.0,4.0,54.0,411.0,0.0,0.0,37.0,Faible
Roger Mason Jr.,32.5,47.0,19.0,28.0,739.25,221.5,78.5,186.0,40.3,41.5,103.5,38.45,23.0,25.0,95.35,6.0,71.0,77.0,46.5,30.0,16.0,6.0,65.0,419.5,0.0,0.0,-1.5,Moyen
Romeo Langford,21.5,35.25,17.25,18.0,566.95,162.5,63.25,147.25,40.2,13.75,47.75,26.65,22.25,33.75,67.85,28.5,46.0,74.5,24.25,16.75,15.0,10.5,42.75,348.25,0.0,0.0,-43.75,Faible
Ron Baker,25.0,32.0,10.0,22.0,464.56666666666666,100.0,35.333333333333336,98.66666666666669,30.566666666666663,11.666666666666666,44.0,22.566666666666663,17.666666666666668,25.0,75.10000000000001,6.0,40.333333333333336,46.333333333333336,56.333333333333336,26.33333333333333,22.0,5.0,41.66666666666666,295.0,0.0,0.0,-20.0,Faible
Ron Harper Jr.,23.0,9.0,6.0,3.0,47.5,20.0,8.0,16.0,50.0,3.0,9.0,33.3,1.0,1.0,100.0,3.0,4.0,7.0,4.0,0.0,0.0,1.0,3.0,37.0,0.0,0.0,19.0,Faible
Rondae Hollis-Jefferson,23.5,50.833333333333336,21.33333333333333,29.5,1126.7833333333333,460.0,167.33333333333334,373.0,45.75,7.333333333333333,34.666666666666664,17.75,118.0,160.5,69.88333333333334,73.33333333333333,207.33333333333331,280.6666666666667,96.5,65.33333333333333,46.333333333333336,27.0,103.33333333333331,1096.1666666666667,4.666666666666667,0.0,-74.83333333333333,Moyen
Ronnie Brewer,28.5,42.0,30.0,12.0,506.3,93.0,36.5,106.5,27.7,12.0,42.0,21.4,8.0,20.5,20.5,22.0,55.0,77.0,30.0,10.0,24.5,3.5,18.5,304.5,0.5,0.0,-24.5,Faible
Ronnie Price,32.0,37.8,12.8,25.0,642.84,149.0,52.8,152.2,30.5,24.2,80.8,25.44,19.2,25.4,74.12,13.6,39.6,53.2,93.8,37.0,40.6,4.6,80.8,452.0,0.0,0.0,-57.0,Faible
Ronny Turiaf,31.0,32.666666666666664,21.0,11.666666666666666,441.9,90.0,37.66666666666666,68.0,36.766666666666666,0.0,0.0,0.0,14.666666666666666,37.66666666666666,26.166666666666668,33.333333333333336,75.66666666666667,109.0,20.33333333333333,17.666666666666668,9.0,28.33333333333333,48.333333333333336,345.6666666666667,0.0,0.0,-1.0,Faible
Roy Hibbert,28.0,73.0,35.8,37.2,1832.8800000000003,662.4,259.0,576.2,46.4,0.6,2.6,13.0,143.8,183.4,79.1,168.0,288.8,456.8,80.8,105.0,25.2,133.8,223.2,1703.8,12.0,0.2,-5.0,Moyen
Royal Ivey,31.5,27.5,11.0,16.5,351.6,85.0,31.0,73.0,21.55,18.5,44.5,21.0,4.5,8.0,28.15,8.0,21.0,29.0,16.0,10.0,11.5,1.5,37.0,172.5,0.0,0.0,-47.0,Faible
Royce O'Neale,27.5,74.33333333333333,46.0,28.33333333333333,1987.5666666666664,492.6666666666667,174.66666666666666,403.8333333333333,43.63333333333333,98.5,256.8333333333333,38.03333333333333,44.833333333333336,57.333333333333336,78.43333333333334,46.833333333333336,311.0,357.8333333333333,175.66666666666666,77.0,59.5,30.83333333333333,180.5,1379.6666666666667,2.333333333333333,0.1666666666666666,227.16666666666663,Moyen
Royce White,23.0,3.0,1.0,2.0,8.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-6.0,
Rudy Gay,31.0,62.09090909090909,30.727272727272727,31.363636363636363,1705.7363636363634,891.1818181818181,332.54545454545456,742.8181818181819,44.33636363636364,67.0909090909091,194.45454545454547,34.163636363636364,159.0,193.1818181818182,82.22727272727273,70.72727272727273,272.3636363636364,343.09090909090907,130.36363636363637,113.36363636363636,58.81818181818182,37.18181818181818,128.27272727272728,1673.090909090909,4.090909090909091,0.0,59.09090909090909,Moyen
Rudy Gobert,26.5,68.1,38.6,29.5,2044.89,853.1,315.6,482.6,63.41,0.0,1.4,0.0,221.9,347.4,62.42,225.4,567.9,793.3,89.4,113.0,46.8,145.2,178.9,2402.4,38.6,0.0,272.3,Moyen
Rui Hachimura,23.5,52.5,24.5,28.0,1412.675,655.0,258.75,539.5,48.025,44.0,126.75,34.525,93.5,121.5,75.875,51.25,211.0,262.25,68.75,51.75,30.75,12.5,87.5,1150.75,2.0,0.0,-129.75,Moyen
Russ Smith,24.5,13.5,6.5,7.0,65.65,26.5,7.5,23.5,31.9,1.5,8.0,19.1,10.0,13.0,76.9,1.0,6.5,7.5,9.5,9.5,4.0,0.5,9.0,53.5,0.0,0.0,-9.5,Faible
Russell Westbrook,29.0,71.0909090909091,41.72727272727273,29.363636363636363,2444.590909090909,1684.3636363636365,603.7272727272727,1371.3636363636365,44.07272727272727,97.9090909090909,318.1818181818182,30.44545454545454,379.0,496.1818181818182,75.02727272727272,112.8181818181818,476.6363636363636,589.4545454545455,640.2727272727273,304.1818181818182,117.27272727272728,22.272727272727277,190.8181818181818,3466.6363636363635,39.09090909090909,17.545454545454547,223.8181818181818,Moyen
Ryan Anderson,28.5,49.375,25.75,23.625,1394.6875,670.75,233.5,557.0,39.075,109.75,291.0,33.8875,94.0,110.0,73.8375,90.0,169.25,259.25,48.875,47.625,22.875,14.875,92.75,1120.75,3.75,0.0,47.375,Moyen
Ryan Arcidiacono,26.5,39.5,14.333333333333334,25.166666666666668,649.0833333333334,171.83333333333334,59.66666666666666,140.83333333333334,40.55,30.166666666666668,80.83333333333333,36.98333333333333,22.33333333333333,27.666666666666668,51.11666666666667,8.833333333333334,65.16666666666667,74.0,80.5,22.166666666666668,20.0,1.1666666666666667,59.0,422.8333333333333,0.0,0.0,-66.33333333333333,Faible
Ryan Broekhoff,28.5,29.5,12.5,17.0,316.85,119.0,39.5,92.5,41.25,29.0,72.0,40.05,11.0,13.5,83.2,6.5,46.5,53.0,16.5,11.0,5.5,4.0,25.0,225.0,0.0,0.0,39.0,Faible
Ryan Gomes,31.0,5.0,3.0,2.0,34.3,6.0,3.0,8.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,7.0,Faible
Ryan Hollins,29.5,51.0,29.25,21.75,511.4500000000001,152.0,56.25,86.75,65.39999999999999,0.0,0.0,0.0,39.5,60.0,64.2,41.0,66.5,107.5,10.75,30.5,6.75,26.25,86.75,365.75,0.0,0.0,-33.75,Faible
Ryan Kelly,24.5,40.75,8.75,32.0,781.25,245.25,81.0,214.25,35.375,25.5,80.75,30.225,57.75,72.5,79.125,19.25,106.75,126.0,53.75,26.5,19.75,21.0,77.25,572.75,0.5,0.0,-57.5,Moyen
Ryan Rollins,20.0,12.0,5.0,7.0,62.1,23.0,7.0,20.0,35.0,3.0,9.0,33.3,6.0,6.0,100.0,3.0,9.0,12.0,6.0,16.0,1.0,1.0,10.0,36.0,0.0,0.0,-47.0,Faible
Saben Lee,23.0,36.66666666666666,12.333333333333334,24.33333333333333,585.9333333333334,208.66666666666663,72.33333333333333,169.33333333333334,42.2,11.0,37.66666666666666,31.6,53.0,72.33333333333333,73.7,17.0,59.333333333333336,76.33333333333333,116.0,38.333333333333336,29.0,8.666666666666666,50.66666666666666,549.0,0.6666666666666666,0.0,-66.33333333333333,Faible
Saddiq Bey,23.0,76.33333333333333,22.0,54.333333333333336,2247.3,1080.0,360.6666666666667,887.6666666666666,40.73333333333333,179.0,496.0,36.23333333333333,179.66666666666666,213.0,84.39999999999999,82.66666666666667,291.0,373.6666666666667,148.66666666666666,75.66666666666667,65.0,14.333333333333334,120.33333333333331,1913.6666666666667,4.333333333333333,0.0,-286.3333333333333,Moyen
Salah Mejri,31.5,51.0,19.75,31.25,607.55,173.25,70.0,116.0,60.075,3.0,10.25,16.424999999999997,30.25,51.25,59.45,64.75,137.25,202.0,23.5,30.75,18.0,47.5,95.5,617.0,1.5,0.0,-1.25,Faible
Sam Dekker,24.4,40.2,20.8,19.4,619.5,218.8,90.2,188.8,28.72,17.8,61.8,15.88,20.6,34.0,36.58,38.2,83.2,121.4,32.0,19.6,20.2,7.4,40.2,475.8,0.0,0.0,8.2,Moyen
Sam Hauser,24.5,53.0,37.5,15.5,723.75,288.5,101.5,223.0,45.75,79.5,189.5,42.5,6.0,8.5,35.3,20.0,96.5,116.5,40.5,16.0,15.0,11.5,53.0,552.5,0.0,0.0,110.0,Moyen
Sam Merrill,26.0,13.666666666666666,8.0,5.666666666666667,116.3,46.333333333333336,16.333333333333332,39.333333333333336,39.53333333333333,11.0,29.33333333333333,34.300000000000004,2.6666666666666665,3.333333333333333,83.33333333333333,2.333333333333333,13.0,15.333333333333334,10.0,4.0,4.0,0.3333333333333333,7.666666666666667,88.66666666666667,0.0,0.0,-17.333333333333332,Faible
Sam Young,28.0,56.0,36.0,20.0,692.9,155.0,58.0,148.0,39.2,16.0,52.0,30.8,23.0,43.0,53.5,26.0,97.0,123.0,42.0,33.0,15.0,8.0,62.0,402.0,0.0,0.0,-86.0,Faible
Samardo Samuels,24.0,18.0,3.0,15.0,195.5,58.0,22.0,60.0,36.7,0.0,1.0,0.0,14.0,24.0,58.3,10.0,18.0,28.0,8.0,6.0,3.0,3.0,30.0,116.0,0.0,0.0,-26.0,Faible
Samuel Dalembert,34.0,53.0,25.0,28.0,974.0,323.3333333333333,136.0,253.33333333333331,51.6,0.3333333333333333,0.6666666666666666,33.333333333333336,51.0,70.66666666666667,70.93333333333334,119.33333333333331,209.0,328.3333333333333,29.33333333333333,60.0,24.0,62.66666666666666,123.33333333333331,961.3333333333334,4.666666666666667,0.0,-88.0,Moyen
Sandro Mamukelashvili,23.5,42.0,22.5,19.5,533.35,208.5,77.0,172.5,45.900000000000006,26.0,75.5,36.3,28.5,39.5,75.1,52.5,81.0,133.5,42.0,25.0,11.5,10.5,40.0,472.5,1.5,0.0,-129.5,Faible
Santi Aldama,21.5,54.5,33.5,21.0,1020.75,414.0,150.0,328.5,43.6,50.0,157.0,23.9,64.0,88.0,68.75,59.0,170.0,229.0,59.0,38.0,25.5,29.0,89.5,903.0,3.0,0.0,53.5,Moyen
Sasha Kaun,31.0,25.0,18.0,7.0,95.4,23.0,9.0,17.0,52.9,0.0,0.0,0.0,5.0,11.0,45.5,12.0,14.0,26.0,3.0,7.0,4.0,5.0,11.0,79.0,0.0,0.0,-3.0,Faible
Sasha Pavlovic,29.0,39.0,15.0,24.0,527.5,103.0,42.0,119.0,35.3,18.0,60.0,30.0,1.0,6.0,16.7,7.0,49.0,56.0,32.0,14.0,24.0,5.0,59.0,291.0,0.0,0.0,-32.0,Faible
Sasha Vujacic,31.666666666666668,35.0,12.333333333333334,22.666666666666668,442.3333333333333,141.66666666666666,50.0,139.33333333333334,36.4,25.33333333333333,73.0,39.16666666666666,16.333333333333332,21.0,50.96666666666666,12.666666666666666,57.66666666666666,70.33333333333333,45.333333333333336,21.0,16.0,2.333333333333333,40.66666666666666,328.3333333333333,0.0,0.0,-21.0,Faible
Scott Machado,26.0,5.0,3.5,1.5,20.25,9.0,3.5,6.0,58.35,0.5,1.0,50.0,1.5,1.5,100.0,0.0,0.5,0.5,4.5,4.0,1.5,0.0,1.0,17.0,0.0,0.0,-5.0,Faible
Scottie Barnes,20.5,75.5,40.5,35.0,2647.45,1156.5,461.0,974.0,47.400000000000006,60.5,208.5,29.1,174.0,230.5,75.35,187.0,347.5,534.5,313.5,145.0,81.5,58.0,181.0,2541.5,14.0,0.5,120.5,Moyen
Scottie Lewis,22.0,2.0,1.0,1.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,-4.0,Faible
Scotty Hopson,28.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,10.966666666666669,2.0,0.6666666666666666,3.0,16.666666666666668,0.0,1.0,0.0,0.6666666666666666,1.3333333333333333,33.333333333333336,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,4.333333333333333,0.0,0.0,-6.666666666666667,Faible
Scotty Pippen Jr.,22.0,6.0,1.0,5.0,31.5,14.0,4.0,12.0,33.3,1.0,3.0,33.3,5.0,9.0,55.6,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,29.0,0.0,0.0,-1.0,Faible
Sean Kilpatrick,26.5,39.25,11.25,28.0,770.3499999999999,404.0,136.25,329.75,39.875,48.5,144.75,32.75,83.0,96.25,90.7,10.0,97.25,107.25,59.0,51.5,18.25,3.25,47.75,634.25,1.0,0.0,-116.75,Moyen
Sean McDermott,24.0,18.0,10.0,8.0,157.7,39.0,13.0,33.0,39.4,5.0,22.0,22.7,8.0,8.0,100.0,6.0,13.0,19.0,4.0,4.0,2.0,3.0,8.0,79.0,0.0,0.0,-57.0,Faible
Sebastian Telfair,29.0,37.5,12.5,25.0,653.6,232.5,79.0,217.0,36.5,35.5,105.0,32.65,39.0,51.5,74.44999999999999,7.5,49.5,57.0,99.0,41.0,23.5,5.5,66.5,495.5,0.0,0.0,-48.0,Moyen
Sekou Doumbouya,20.0,32.0,8.333333333333334,23.666666666666668,546.4,180.66666666666663,68.0,175.33333333333334,46.46666666666667,18.33333333333333,71.66666666666667,33.733333333333334,26.33333333333333,38.0,70.89999999999999,20.33333333333333,68.66666666666667,89.0,22.0,27.0,15.666666666666666,6.333333333333333,58.333333333333336,359.3333333333333,0.6666666666666666,0.0,-94.66666666666669,Faible
Semaj Christon,24.0,64.0,36.0,28.0,972.6,183.0,77.0,223.0,34.5,12.0,63.0,19.0,17.0,31.0,54.8,19.0,68.0,87.0,130.0,43.0,28.0,7.0,79.0,544.0,0.0,0.0,-140.0,Faible
Semi Ojeleye,25.0,56.8,35.4,21.4,822.1600000000001,195.0,66.2,172.4,37.67999999999999,37.8,109.8,33.6,24.8,34.6,72.86,29.0,93.6,122.6,25.2,18.6,15.2,3.8,60.0,418.4,0.0,0.0,-56.4,Faible
Serge Ibaka,28.0,63.45454545454545,41.27272727272727,22.181818181818183,1799.6636363636362,832.3636363636364,343.3636363636364,676.2727272727273,50.53636363636363,55.63636363636363,154.8181818181818,35.52727272727273,90.0,115.9090909090909,76.43636363636364,122.63636363636364,331.54545454545456,454.1818181818182,62.63636363636363,88.0909090909091,25.818181818181817,111.1818181818182,167.27272727272728,1794.3636363636365,12.636363636363637,0.0,198.3636363636364,Moyen
Sergey Karasev,21.0,31.666666666666668,9.333333333333334,22.33333333333333,370.1333333333334,95.66666666666669,32.0,81.0,38.36666666666667,10.333333333333334,36.66666666666666,26.8,21.33333333333333,25.33333333333333,86.39999999999999,10.0,36.66666666666666,46.66666666666666,29.0,19.0,10.666666666666666,1.3333333333333333,31.33333333333333,212.0,0.0,0.0,-12.333333333333334,Faible
Sergio Rodriguez,31.0,68.0,24.0,44.0,1517.4,530.0,210.0,536.0,39.2,92.0,252.0,36.5,18.0,27.0,66.7,21.0,136.0,157.0,344.0,128.0,49.0,4.0,95.0,1265.0,1.0,0.0,-138.0,Moyen
Seth Curry,27.55555555555556,48.66666666666666,27.88888888888889,20.77777777777778,1188.8555555555556,534.0,195.88888888888889,412.44444444444446,40.41111111111111,91.55555555555556,210.33333333333331,45.04444444444445,50.66666666666666,58.77777777777778,67.21111111111111,14.666666666666666,90.11111111111111,104.77777777777776,103.44444444444444,52.888888888888886,34.44444444444444,6.666666666666667,79.88888888888889,885.4444444444445,0.3333333333333333,0.0,73.33333333333333,Moyen
Shabazz Muhammad,23.0,55.6,22.0,33.6,954.2,500.8,188.0,397.6,46.86,24.6,77.2,31.02,100.2,133.4,73.7,58.8,95.2,154.0,30.2,36.6,16.2,4.8,56.6,757.4,0.4,0.0,-138.8,Moyen
Shabazz Napier,25.5,57.5,26.83333333333333,30.666666666666668,997.7666666666668,405.5,134.66666666666666,339.0,39.0,57.5,166.66666666666666,34.78333333333333,78.66666666666667,96.5,79.88333333333333,17.333333333333332,92.16666666666669,109.5,141.5,75.33333333333333,47.66666666666666,8.0,67.33333333333333,841.1666666666666,0.5,0.1666666666666666,-11.166666666666666,Moyen
Shaedon Sharpe,20.0,80.0,32.0,48.0,1778.6,789.0,306.0,648.0,47.2,102.0,283.0,36.0,75.0,105.0,71.4,63.0,173.0,236.0,94.0,83.0,38.0,24.0,136.0,1316.0,0.0,0.0,-297.0,Moyen
Shai Gilgeous-Alexander,22.0,62.2,31.2,31.0,2027.94,1311.2,457.4,945.8,48.36,71.2,205.0,35.54,325.2,385.0,82.6,43.8,239.6,283.4,282.2,145.4,77.0,45.2,139.2,2295.6,4.4,0.4,-51.8,Moyen
Shake Milton,24.0,50.8,33.0,17.8,1056.26,473.6,176.4,387.4,44.66,48.4,132.6,35.980000000000004,72.4,87.4,80.36,25.2,95.6,120.8,138.8,58.8,24.0,12.6,94.6,877.8,0.6,0.0,48.0,Moyen
Shamorie Ponds,22.0,4.0,4.0,0.0,10.6,9.0,3.0,5.0,60.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,Faible
Shane Battier,34.5,72.5,54.0,18.5,1626.9499999999998,385.0,128.5,318.5,40.1,104.5,263.0,38.9,23.5,30.5,74.7,35.5,116.0,151.5,67.5,27.5,45.5,47.0,136.5,918.0,0.0,0.0,267.0,Moyen
Shane Edwards,27.0,2.0,0.0,2.0,11.8,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,-8.0,Faible
Shane Larkin,22.75,64.0,25.25,38.75,1219.85,349.75,136.25,322.5,40.975,29.25,87.0,33.475,48.0,61.75,76.575,20.75,101.75,122.5,184.25,75.25,60.75,6.0,93.75,898.0,0.5,0.0,-166.75,Moyen
Shannon Brown,28.0,31.0,13.0,18.0,580.6999999999999,233.33333333333331,90.33333333333331,218.66666666666663,38.4,14.0,50.0,23.53333333333333,38.66666666666666,50.0,74.93333333333334,17.0,42.333333333333336,59.333333333333336,40.0,32.0,25.33333333333333,5.0,41.333333333333336,423.6666666666667,0.0,0.0,-94.33333333333331,Moyen
Shaq Buchanan,25.0,2.0,2.0,0.0,9.8,2.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,8.0,0.0,0.0,-2.0,Faible
Shaquille Harrison,26.5,30.0,11.0,19.0,462.3,159.33333333333334,60.5,139.16666666666666,40.96666666666667,8.666666666666666,30.83333333333333,22.83333333333333,29.666666666666668,41.333333333333336,62.25,12.166666666666666,61.66666666666666,73.83333333333333,50.16666666666666,20.0,29.666666666666668,10.666666666666666,44.833333333333336,424.1666666666667,0.6666666666666666,0.0,-47.833333333333336,Faible
Sharife Cooper,21.0,13.0,8.0,5.0,38.6,7.0,3.0,14.0,21.4,1.0,6.0,16.7,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,16.0,0.0,0.0,-35.0,Faible
Shaun Livingston,30.0,72.71428571428571,50.285714285714285,22.428571428571427,1408.2142857142858,433.7142857142857,179.42857142857142,353.85714285714283,50.94285714285714,0.5714285714285714,4.857142857142857,9.528571428571428,74.28571428571429,92.14285714285714,79.60000000000001,40.71428571428572,124.28571428571428,165.0,192.7142857142857,74.14285714285714,50.142857142857146,25.285714285714285,122.85714285714286,1072.857142857143,0.2857142857142857,0.0,72.57142857142857,Moyen
Shavlik Randolph,30.0,17.0,8.666666666666666,8.333333333333334,139.73333333333332,37.0,14.666666666666666,32.333333333333336,44.66666666666666,0.0,1.6666666666666667,0.0,7.666666666666667,16.666666666666668,48.4,17.0,27.33333333333333,44.333333333333336,3.0,6.0,5.333333333333333,3.6666666666666665,23.0,116.0,0.0,0.0,8.0,Faible
Shawn Long,24.0,18.0,5.0,13.0,233.6,148.0,61.0,109.0,56.0,7.0,19.0,36.8,19.0,35.0,54.3,41.0,44.0,85.0,13.0,13.0,9.0,9.0,49.0,311.0,1.0,0.0,20.0,Faible
Shawn Marion,36.0,66.66666666666667,37.333333333333336,29.33333333333333,1839.9333333333332,626.3333333333334,271.6666666666667,555.0,48.06666666666666,31.0,93.66666666666669,31.133333333333336,52.0,66.66666666666667,77.73333333333333,114.0,294.0,408.0,112.66666666666669,77.0,64.0,37.0,98.0,1511.0,7.666666666666667,0.0,-81.0,Moyen
Shawne Williams,28.5,49.5,20.0,29.5,918.75,271.5,97.0,246.0,39.15,53.0,153.5,34.3,24.5,30.0,78.75,30.5,136.0,166.5,37.0,25.5,22.0,25.5,114.0,643.5,1.0,0.0,-37.5,Moyen
Shayne Whittington,24.5,13.5,6.5,7.0,74.45,34.0,12.0,26.5,45.35,0.5,4.0,8.35,9.5,12.5,64.15,7.5,13.0,20.5,4.5,5.0,3.0,1.5,12.5,74.0,0.0,0.0,5.0,Faible
Sheldon Mac,24.0,30.0,17.0,13.0,286.8,90.0,30.0,75.0,40.0,7.0,30.0,23.3,23.0,27.0,85.2,4.0,30.0,34.0,15.0,5.0,8.0,2.0,17.0,178.0,0.0,0.0,-55.0,Faible
Shelvin Mack,26.0,56.0,26.714285714285715,29.285714285714285,1087.642857142857,395.2857142857143,153.85714285714286,361.7142857142857,42.81428571428571,41.42857142857143,124.85714285714286,33.4,46.142857142857146,62.85714285714285,72.3,15.142857142857142,99.42857142857144,114.57142857142856,184.28571428571428,73.14285714285714,38.85714285714285,3.142857142857143,74.0,862.0,0.8571428571428571,0.0,-35.285714285714285,Moyen
